#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Playtime (Median),Developer(s),Publisher(s)
8355,Kill 'Em All,"May 31, 2018",2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),AppRoarr Studios,AppRoarr Studios
8356,Solar Explorer: New Dawn,"Sep 17, 2018",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Dwarf Cavern,Dwarf Cavern
8357,Shadowcrawl: The Dark Pilgrimage,"Aug 8, 2018",5.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Wicked Cake Games,Wicked Cake Games
8358,Slither Link,"Sep 10, 2018",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Zkolibre Studio,Zkolibre Studio
8359,CRAZY MAZE,"Apr 6, 2018",1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Łukasz Tabaczkiewicz, Adrian Waltrowski",Adrian Waltrowski
8360,Anime Dress Up,"Jul 30, 2018",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),gfdsahdgsye7,gfdsahdgsye7
8361,Mission Of Hero,"Mar 9, 2018",2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Falco Software,OtakuMaker SARL
8362,Ice Cream Factory,"Feb 23, 2018",2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Ryan Silberman,Ryan Silberman
8363,Fitzzle Precious Dolphins,"Jun 26, 2018",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Red Dolphin Games,VT Publishing
8364,Good Boy!,"Apr 20, 2018",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),FastGame,FastGame
8365,Whitevale Defender,"May 23, 2018",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Sugarsnapp Games,Sugarsnapp Games
8366,Sanctus Mortem,"Nov 16, 2018",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Kisareth Studios,Kisareth Studios
8367,The Legend of Monster Mountain,"Sep 7, 2018",2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),YOUGAKE,YOUGAKE
8368,Runner,"Feb 23, 2018",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Clawed Paw,Enjoy Games
8369,Blink: Rogues,"Sep 28, 2018",7.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Fox Dive Studio,Fox Dive Studio
8370,MissileDancer,"Jun 1, 2018",1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),TERARIN GAMES,TERARIN GAMES
8371,Cortex,"Dec 26, 2018",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Milan Toth,Milan Toth
8372,HoloLAB Champions,"Jul 10, 2018",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Schell Games,Schell Games
8373,They have HORNS,"Feb 14, 2018",2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Paul Piepenhagen,Paul Piepenhagen
8374,Defend the planet,"Jan 26, 2018",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Dexion Games,Dexion Games
8375,The Hero Project: Open Season,"Apr 5, 2018",3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Choice of Games,Choice of Games
8376,Drunk Puppet,"Sep 12, 2018",3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),D1ONE,D1ONE
8377,Unsolved Stories,"Mar 14, 2018",19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),MadHoundGames,MadHoundGames
8378,Running Girl,"Nov 12, 2018",2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),TonAme,TonAme
8379,Mad Restaurant People,"Sep 9, 2018",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),SureAI,ColossusArc Entertainment
8380,Magic Blast VR,"Sep 22, 2018",14.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Ramen,Ramen
8381,YBit,"Jan 15, 2018",1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Facundo Balboa, Iván Piccione, Martín Díaz",Facundo Balboa
8382,Doors Push or Pull,"Apr 14, 2018",2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),SoulShared Games LLC,SoulShared Games LLC
8384,APEX Tournament,"Feb 9, 2018",14.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Douglas Liang, Gorge Quan Li",Fantom Fathom LLC
8386,Kai Entity,"Sep 18, 2018",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Project_lelz,Project_lelz
8388,A Turd's Life,"Mar 14, 2018",2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Bergie Games,Bergie Games
8390,Blueprint Word: Classroom,"Dec 5, 2018",1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Shard Real,Shard Real
8391,Hell Knights,"Jul 25, 2018",1.49,N/A (N/A),"0 .. 20,000",00:00 (00:00),David Seifers,David Seifers
8392,Desert of Vice,"Apr 13, 2018",2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Karolis Dikcius,Karolis Dikcius
8394,Police Patrol,"Apr 23, 2018",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Falco Software,OtakuMaker SARL
8396,Sign Here: _________,"May 3, 2018",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),NA,Granola Studios
8398,Beat the Song,"Aug 28, 2018",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),AAAGAMES,AAAGAMES
8400,JUST a Game,"Oct 25, 2018",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"KIZILARSLAN, GOKSU",Levity Game
8402,Bunny - The Horror Game,"Aug 28, 2018",2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Bunny,Cheesecake
8404,Land of an Endless Journey,"Sep 26, 2018",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Operation Codename,Operation Codename
8405,Episicava - Vol. 1,"Apr 3, 2018",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Epic Works,Top Hat Studios Inc
8407,Sophisticated Puzzle,"Aug 2, 2018",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Sunrise9,Sunrise9
8408,Baobabs Mausoleum Ep. 2: 1313 Barnabas Dead End Drive,"Feb 27, 2018",5.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Celery Emblem™,Zerouno Games
8409,HarmonyTD,"Jul 31, 2018",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),FunArouGames,FunArouGames
8411,Santa's Story of Christmas,"Nov 30, 2018",12.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Spinix Games,Spinix Games
8413,Flat Trip,"Oct 3, 2018",3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Dmitriy Mamaev,Dmitriy Mamaev
8415,Galaxy Ball Defender,"Apr 25, 2018",3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),That One Game Studio,That One Game Studio
8417,Wars and Battles: Normandy,"Feb 9, 2018",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Battle Factory, HexWar Games",HexWar Games
8420,"PhotoDirector 10 Ultra - Photo editor, photo editing software","Oct 15, 2018",99.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),CyberLink,"CyberLink, Koch Media"
8421,Anicon - Animal Complex - Sheep's Path,"Jul 4, 2018",7.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Zeiva Inc,Zeiva Inc
8424,Sol Galaxy Defender,"Feb 12, 2018",3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Quack Games,James Habgood
8427,RollingBall,"Mar 7, 2018",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),PotatoIndustries,PotatoIndustries
8431,Criminal Pursuit Force,"Oct 7, 2018",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Bleeding Edge Studio,Bleeding Edge Studio
8434,My Russian Trip,"Jul 27, 2018",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),NA,Winter Night Games
8437,Oscillatron: Alien Frequency,"Apr 16, 2018",3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Music Breath,Music Breath
8438,Clatter,"Dec 10, 2018",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Facepunch Studios,Facepunch Studios
8439,Around the World in 80 Days,"Apr 3, 2018",1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Mzonestudio,Microïds Indie
8441,Mortar Howl,"Jul 25, 2018",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),CrySmith,CrySmith
8442,IMAZE.EXE 2,"Dec 14, 2018",0.49,N/A (N/A),"0 .. 20,000",00:00 (00:00),AFBIK Studio,AFBIK Studio
8444,Another Brick in Space,"Apr 11, 2018",3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Dreambakers,Dreambakers
8445,Dark Quest 2,"Mar 6, 2018",7.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Brain Seal Ltd,Brain Seal Ltd
8446,Vagrant Fury,"Sep 24, 2018",7.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),VectorGoat Games,VectorGoat Games
8448,Stop! Dictator Kim Jong-un,"May 10, 2018",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),zoocros,zoocros
8449,Crest - an indirect god sim,"Mar 8, 2018",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Eat Create Sleep,Eat Create Sleep
8450,Deathmatch Soccer,"Jul 11, 2018",3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Twin Squid Ltd,Twin Squid Ltd
8451,Castle Must Be Mine,"Jul 13, 2018",15.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),TheMiddleGray,TheMiddleGray
8452,Shining Orb Prequel,"Nov 5, 2018",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Vorge Studio,Vorge Studio
8453,My Big Sister,"Nov 9, 2018",5.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Stranga,GrabTheGames
8454,FlowDot,"Aug 1, 2018",1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Dont Play These Games - Games,Dont Play These Games - Games
8456,Cross Pixels,"Apr 17, 2018",6.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),crowgames UG (haftungsbeschränkt),crowgames UG (haftungsbeschränkt)
8457,Chef: A Restaurant Tycoon Game,"Dec 6, 2018",14.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Inner Void,Digital Tribe
8458,Conveyor VR,"Dec 11, 2018",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Updraft Studios,Updraft Studios
8459,Catmaze,"May 24, 2018",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Redblack Spade,Redblack Spade
8460,Island Maze,"Oct 29, 2018",1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Indiegma,Indiegma
8461,The Chronicles of Quiver Dick,"Jul 9, 2018",2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Crankage Games,Crankage Games
8462,Farjob,"Aug 21, 2018",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Simon Kaley,Simon Kaley
8463,AO International Tennis,"May 8, 2018",24.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Big Ant Studios,Big Ant Studios
8464,Welcome To The Dreamscape,"Jun 28, 2018",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),FYRE Games,FYRE Games
8465,Save Snegurochka!,"Apr 26, 2018",8.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),TIPA Games Berlin,TIPA Games Berlin
8466,Starcom: Nexus,"Dec 12, 2018",16.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Wx3 Labs,Wx3 Labs
8467,Realm of the Ghost King,"Jan 15, 2018",3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Mantis-Eye Labs, LLC","Mantis-Eye Labs, LLC"
8468,Verdant Skies,"Feb 12, 2018",19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Howling Moon Software,Howling Moon Software
8469,X-Town 3D game,"Apr 14, 2018",4.88,N/A (N/A),"0 .. 20,000",00:00 (00:00),Alek1277,WWW.ROSSPROGRAMMPRODUCT.COM
8471,Dark Visit,"Jun 28, 2018",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Allyi Games,Allyi Games
8472,FoxTail,"Mar 1, 2018",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Gingertips Game Studio,Gingertips Game Studio
8473,英语杀,"Nov 4, 2018",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),边玩边学网络科技有限公司,边玩边学网络科技有限公司
8474,Wild Animal Sports Day,"Aug 31, 2018",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Paul Bird,Marjupi Games
8475,Voxel Baller,"Mar 21, 2018",5.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),MKD games,MKD games
8476,Trapper's Delight,"Mar 6, 2018",9.99,N/A (N/A),"0 .. 20,000",00:38 (00:19),Shrimpcave Industries,Shrimpcave Industries
8477,Secret of Harrow Manor,"Apr 24, 2018",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Only Human Studios,Only Human Studios
8479,Hentball,"Sep 24, 2018",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Metal Fox, PashaPencil",Metal Fox
8480,Death Toll,"Apr 11, 2018",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),DigitalDNA Games LLC,DigitalDNA Games LLC
8481,Cross And Crush,"Mar 22, 2018",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Dreambakers,Dreambakers
8482,RC Simulation 2.0,"Jul 16, 2018",14.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),devotid,devotid Media
8483,Beach Pong,"Oct 16, 2018",1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Educational Games,Educational Games
8485,UNHALLOWED: THE CABIN,"Aug 25, 2018",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Tom Adams, Craig Burgess",TREEFORT VR
8487,Heavy Recoil,"Nov 30, 2018",1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Andy Sharpe,Epsotic LLC
8488,V-Rally 4,"Sep 25, 2018",49.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),KT Racing,Bigben Interactive
8489,Store Crasher,"Jul 31, 2018",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Ty Victorson,Ty Victorson
8490,DYING: Reborn,"Jan 10, 2018",12.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),NEKCOM Entertainment,"Coconut Island Games, Oasis Games"
8491,Block'hood VR,"Apr 19, 2018",14.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Plethora-Project LLC, General Arcade",Devolver Digital
8493,Stickman Annihilation 2,"Feb 10, 2018",0.75,N/A (N/A),"0 .. 20,000",00:00 (00:00),Hype ProductionZ,Hype ProductionZ
8494,Reignfall,"Dec 10, 2018",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Checkmaty,Checkmaty
8495,Trivia Clash: Adult Film Star Edition,"Nov 5, 2018",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Bionic Pony,Bionic Pony
8497,Undead Legions II,"Jul 30, 2018",3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Key17 Games,Key17 Games
8498,Titanic VR,"Aug 16, 2018",19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Immersive VR Education Ltd,Immersive VR Education Ltd
8499,Turn-Based Champion,"Jun 2, 2018",3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Searchlight Games,Searchlight Games
8500,TOK,"Nov 15, 2018",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Crew Lab,Crew Lab
8501,Scrapper,"Jan 24, 2018",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Ghostbolt Games,Ghostbolt Games
8503,Julie's Sweets,"Nov 8, 2018",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),ZeroBit Games,Ocean Media LLC
8504,LIBRARY,"Aug 10, 2018",1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Happy Snake,Happy Snake Games
8505,Colourless,"Oct 3, 2018",2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Outrage Games,Outrage Games
8506,ValeGuard,"Aug 23, 2018",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Lost Tower Games,Lost Tower Games
8507,The Goracle,"Oct 31, 2018",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Henry Jacobs, Ken Jacobs",Silent Daddio Studios
8509,DollKart,"Aug 1, 2018",3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),OKSoft,OKSoft
8510,Football Club Simulator - FCS NS#19,"Nov 30, 2018",9.95,N/A (N/A),"0 .. 20,000",00:00 (00:00),FX Game Studio,FX Interactive
8511,Scutter,"Jun 15, 2018",1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Afrosquared LLC,Afrosquared LLC
8512,Big Day,"Oct 2, 2018",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Sonic Shield,Zodiac Interactive
8513,Baseball Mogul 2018,"Mar 27, 2018",29.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Sports Mogul, Inc.","Sports Mogul, Inc."
8514,The Idiot's Tale,"Mar 10, 2018",7.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Megalithic Mainframe,Megalithic Mainframe
8515,Dad Quest | Story Platformer Adventure,"Aug 17, 2018",12.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Sundae Month,Excalibur Games
8516,Subject 264,"Dec 12, 2018",14.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Virtual Guys,Virtual Guys
8517,Primordian,"Jan 19, 2018",19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Stonepunk Studios,Stonepunk Studios
8518,What would people say?,"Sep 14, 2018",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),DRUNKEN APES,DRUNKEN APES
8519,Cube Life: Island Survival,"Apr 20, 2018",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Cypronia,Cypronia
8520,Longboard Stunts and Tricks,"Apr 29, 2018",5.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Art Of Adventures,Art Of Adventures
8521,Disneyland Adventures,"Sep 14, 2018",19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Frontier Developments, Asobo Studio",Xbox Game Studios
8522,Bloody and cruel story of toys,"Mar 7, 2018",3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),WTFOMGames,WTFOMGames
8523,12 Labours of Hercules VII: Fleecing the Fleece (Platinum Edition),"Jan 12, 2018",2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Jetdogs Studios, Zoom Out Games",Jetdogs Studios
8524,Behind The Beyond,"Dec 14, 2018",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Sidhanth Mohite,Bhomriska Studios
8525,Owl Watch,"Nov 12, 2018",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Agelvik,Agelvik
8526,Dirt Bike Insanity,"Jun 15, 2018",5.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),dev4play,dev4play
8527,Final Directive,"Feb 1, 2018",1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Lazy Monday Games,Lazy Monday Ltd
8528,Tank Bung,"Oct 26, 2018",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),stariy8419,stariy8419
8529,Saint Slaughter X Days,"Jul 30, 2018",2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Hollowings,YAMAYURI GAMES
8530,Longest Monday: Unveiling,"May 30, 2018",5.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Gamenesis,Gamenesis
8531,BANZAI ROYALE,"Jul 27, 2018",5.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Brimstone,Brimstone
8532,In your Shadow,"Nov 30, 2018",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Zohar Neiger,Zohar Neiger
8533,Super Street: The Game,"Sep 11, 2018",39.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Rebel Games, Team6 game studios",Lion Castle Entertainment
8534,How About Spikes,"Nov 9, 2018",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),William Djalal,William Djalal
8536,Double Turn,"Apr 12, 2018",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Inwave Labs,Inwave Labs
8537,Endhall,"Dec 4, 2018",2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),HeartBeast Studios L.L.C.,HeartBeast Studios L.L.C.
8538,Color by Numbers - Halloween,"Oct 16, 2018",3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Kedronic UAB,Kedronic UAB
8539,Tiny Bird Garden Deluxe,"Dec 18, 2018",6.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Super Retro Duck,Super Retro Duck
8540,Watching Delusion,"Aug 3, 2018",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),GooDGooN,PsychoFlux Entertainment
8541,Lossless Scaling,"Dec 28, 2018",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),THS,THS
8542,Luminous Combat,"Jul 27, 2018",1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Apefoot Studios, LLC","Apefoot Studios, LLC"
8543,Ninjin: Clash of Carrots,"Sep 4, 2018",14.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Pocket Trap,Modus Games
8544,Musical Reflex,"Apr 16, 2018",1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Eross Video Games,Eross Video Games
8545,The Painter's Playground,"Feb 8, 2018",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Next Zen Mechanics Limited,Next Zen Mechanics Limited
8546,Su Hack,"Nov 2, 2018",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Eric L.,EL TECH
8547,Space Bob vs. The Replicons,"Sep 28, 2018",19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Intravenous Software,Independent
8548,Three life,"Aug 9, 2018",1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),unew,5th VR
8549,Snow Fall,"Jan 17, 2018",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),EHTechnology,EHTechnology
8550,Gravity Jump,"Jun 12, 2018",1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Laush Dmitriy Sergeevich,Laush Studio
8551,SHOWMAKER,"Feb 14, 2018",14.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Preapp Partners,Preapp Partners
8552,Ninja Striker!,"Apr 18, 2018",3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Q-Cumber Factory,Flyhigh Works
8553,Hentai University,"Aug 13, 2018",1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Unreal Gaming,Unreal Gaming
8554,BSL Winter Games Challenge,"Mar 7, 2018",2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Vtree LLC,VTree LLC
8555,Royal Casino: Video Poker,"Jan 9, 2018",2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Bullid Games,Bullid Games
8556,A Christmas Peril,"Dec 29, 2018",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Petar Markovich, James Arkwright",Black Banshee Studios
8557,Mecha-Tokyo Rush,"Jun 15, 2018",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Giant Evil Robot,Giant Evil Robot
8558,SHELL,"Nov 7, 2018",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Kings of the Heroes,Kings of the Heroes
8559,Atelier Totori ~The Adventurer of Arland~ DX - トトリのアトリエ ～アーランドの錬金術士２～ DX,"Dec 4, 2018",39.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
8560,Furry Animals Bombing,"Sep 26, 2018",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Phoenixxx Games,Enjoy Games
8562,Robbotto,"Aug 16, 2018",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),JMJ Interactive,JMJ Interactive
8563,Vaporwave Simulator,"Jan 1, 2018",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),ETGgames,ETGgames
8564,Color by Numbers - Flowers,"Jul 10, 2018",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Kedronic UAB,Kedronic UAB
8565,Sphoxie,"May 17, 2018",3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Olivier Archer,Olivier Archer
8566,Chronicles of Vinland,"May 23, 2018",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Wonderbox Games,Wonderbox Games
8567,Sci-fi Chess,"Apr 11, 2018",0.49,N/A (N/A),"0 .. 20,000",00:00 (00:00),Green-eyed Taxi,Narko Games
8568,A Divided Light,"Apr 3, 2018",1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Pinky Up Games,Pinky Up Games
8569,CINERIS SOMNIA,"Oct 9, 2018",14.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),NAYUTA STUDIO,AGM PLAYISM
8570,War Truck Simulator (Restocked),"Jan 2, 2018",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),dev4play,dev4ent
8571,Haste Heist,"Feb 28, 2018",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Team RUN!,Super God
8572,Silenced: The House,"Mar 7, 2018",1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Graven Visual Novels,Graven Visual Novels
8573,Land of Puzzles: Castles,"Aug 15, 2018",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Ripknot Systems,Ripknot Systems
8574,Stick Adventures: Wizard Madness: Chapter 1,"Jan 28, 2018",2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Renegade Games,Renegade Games
8575,Girls Dance,"Jul 28, 2018",1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Girls Dance studio,Gilrs Dance studio
8576,Beckett,"Feb 27, 2018",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),The Secret Experiment,The Secret Experiment
8577,Wings of Virtus,"Dec 3, 2018",3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Ragiva Games,Ragiva Games
8578,Puzzle Plunder,"Oct 9, 2018",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Windybeard,Windybeard
8579,TheShooterGame,"May 2, 2018",5.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),BeconGamesCorp,BeconGamesCorp
8580,Earthworms,"Feb 23, 2018",0.59,N/A (N/A),"0 .. 20,000",00:00 (00:00),All Those Moments,"Ultimate Games S.A., Art Games Studio S.A."
8581,Pixel Bombs,"Nov 19, 2018",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),stariy8419,stariy8419
8582,TheLooppy,"Jan 31, 2018",1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Flatingo,Atriagames
8583,Flameruby,"Aug 12, 2018",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Joon Chang, Simony Kale",Merryacht
8584,Drift Legends,"Mar 15, 2018",9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Black Fox Entertainment, Starkom Entertainment","Black Fox Entertainment, Starkom Entertainment"
8585,Sleeping Dawn VR,"Sep 28, 2018",7.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Effimera Studio,Effimera Studio
8586,JQ: countries,"Feb 15, 2018",0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Snkl Studio,Snkl Studio
8587,Angry Ball VR,"Dec 4, 2018",4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"MWN TECH.,LTD","MWN TECH.,LTD"
